,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Name_enc,Loc_enc,Yr_enc,owner_enc,trans_enc,fuel_enc
0,72000,26.6,6.905753276311464,4.063197833225264,5.0,1.75,4.557768352141472,9.429743947455922,5.627628289672584,9.96181425404474,5.340433253882665,4.417653908556799
1,41000,19.67,7.366445148327599,4.837867950107113,5.0,12.5,5.380309004444704,6.769549300577131,11.1922880079108,9.96181425404474,5.340433253882665,12.83694025473836
2,46000,18.2,7.089243155027514,4.485259889315534,5.0,4.5,5.477289899619332,7.791962466065238,6.649063490452104,9.96181425404474,5.340433253882665,5.673265030114245
3,87000,20.77,7.129297548929373,4.485936098064394,7.0,6.0,4.557768352141472,7.791962466065238,7.360957894855505,9.96181425404474,5.340433253882665,12.83694025473836
4,40670,15.2,7.584773077612199,4.9473404437239425,5.0,17.74,24.884248609612797,14.991292814186929,8.71093347187366,7.618931654360681,19.726000669730965,12.83694025473836
5,75000,21.1,6.70196036600254,4.01096295328305,5.0,2.35,5.380309004444704,9.772373880272252,7.360957894855505,9.96181425404474,5.340433253882665,5.974757898237438
6,86999,23.08,7.2868764117507,4.144720769547168,5.0,3.5,5.206090672918306,5.895591389987586,8.71093347187366,9.96181425404474,5.340433253882665,12.83694025473836
7,36000,11.36,7.9211727215870145,5.144583266605995,8.0,17.5,11.529727216068272,9.429743947455922,11.689048146424415,9.96181425404474,19.726000669730965,12.83694025473836
8,64430,20.54,7.37650812632622,4.640537329825382,5.0,5.2,5.435123562968461,6.769549300577131,8.71093347187366,9.96181425404474,5.340433253882665,12.83694025473836
9,65932,22.3,7.129297548929373,4.30406509320417,5.0,1.95,3.863852846758923,7.791962466065238,7.360957894855505,7.618931654360681,5.340433253882665,12.83694025473836
10,25692,21.56,7.2875606403097235,4.637153231841142,5.0,9.95,4.557768352141472,11.15321506499961,15.522776486898541,9.96181425404474,5.340433253882665,5.673265030114245
11,60000,16.8,7.311218384419629,4.7561730595246186,5.0,4.49,5.477289899619332,5.722606184097132,7.360957894855505,9.96181425404474,19.726000669730965,5.673265030114245
12,64424,25.2,7.129297548929373,4.30406509320417,5.0,5.6,4.557768352141472,5.895591389987586,11.1922880079108,9.96181425404474,5.340433253882665,12.83694025473836
13,72000,12.7,7.68662133494462,5.234844943592463,5.0,27.0,35.00278797092499,9.50746919709546,9.638302435279524,9.96181425404474,19.726000669730965,12.83694025473836
14,85000,18.12893503904308,7.68662133494462,4.74493212836325,5.0,17.5,35.00278797092499,6.769549300577131,7.360957894855505,7.618931654360681,19.726000669730965,12.83694025473836
15,110000,13.5,7.814803429489359,5.167980864820033,7.0,15.0,10.627436701749968,9.50746919709546,9.638302435279524,9.96181425404474,5.340433253882665,12.83694025473836
16,58950,25.8,7.311886164077165,4.591071261608589,5.0,5.4,5.477289899619332,11.15321506499961,11.689048146424415,9.96181425404474,5.340433253882665,12.83694025473836
17,25000,28.4,7.129297548929373,4.30406509320417,5.0,5.99,4.557768352141472,5.895591389987586,13.692872961414967,9.96181425404474,5.340433253882665,12.83694025473836
18,77469,20.45,7.2868764117507,4.428433007488037,5.0,6.34,6.035388115901605,11.15321506499961,9.638302435279524,9.96181425404474,5.340433253882665,12.83694025473836
19,78500,14.84,7.669961995473577,5.1216995126707605,5.0,28.0,26.280991335258378,13.223573798817242,9.638302435279524,9.96181425404474,19.726000669730965,12.83694025473836
20,32982,22.69,7.598399329323964,5.247024072160486,5.0,18.55,24.67344822369944,11.15321506499961,9.638302435279524,9.96181425404474,19.726000669730965,12.83694025473836
21,55392,23.65,7.129297548929373,4.483002552013883,5.0,8.25,4.557768352141472,13.223573798817242,11.1922880079108,7.618931654360681,5.340433253882665,12.83694025473836
22,55985,13.53,7.592870287844818,5.176206228153065,5.0,23.5,24.884248609612797,9.429743947455922,11.1922880079108,9.96181425404474,19.726000669730965,5.673265030114245
23,45807,18.5,7.087573705557973,4.382026634673881,5.0,1.87,5.380309004444704,5.722606184097132,5.627628289672584,9.96181425404474,5.340433253882665,5.673265030114245
24,33000,14.4,7.37650812632622,4.640537329825382,5.0,2.85,5.435123562968461,5.722606184097132,5.627628289672584,9.96181425404474,19.726000669730965,5.673265030114245
25,51920,16.8,7.311218384419629,4.7561730595246186,5.0,4.25,5.477289899619332,9.429743947455922,7.360957894855505,9.96181425404474,5.340433253882665,5.673265030114245
